matchID,bannedChampion
4452143678,64
4452143678,30
4452143678,429
4452143678,412
4452143678,131
4452143678,235
4452143678,26
4452143678,69
4452143678,412
4452143678,11
4452150484,64
4452150484,245
4452150484,142
4452150484,89
4452150484,516
4452150484,245
4452150484,38
4452150484,236
4452150484,44
4452150484,235
4452061441,64
4452061441,91
4452061441,235
4452061441,131
4452061441,69
4452061441,44
4452061441,91
4452061441,38
4452061441,350
4452061441,245
4451937377,38
4451937377,60
4451937377,114
4451937377,235
4451937377,69
4451937377,38
4451937377,412
4451937377,21
4451937377,69
4451937377,235
4450001812,38
4450001812,235
4450001812,69
4450001812,875
4450001812,157
4450001812,245
4450001812,516
4450001812,30
4450001812,38
4450001812,235
4449888923,69
4449888923,25
4449888923,30
4449888923,235
4449888923,38
4449888923,350
4449888923,518
4449888923,89
4449888923,245
4449888923,55
4449853081,523
4449853081,89
4449853081,25
4449853081,64
4449853081,8
4449853081,91
4449853081,55
4449853081,25
4449853081,39
4449853081,76
4449815427,2
4449815427,-1
4449815427,350
4449815427,23
4449815427,55
4449815427,412
4449815427,23
4449815427,523
4449815427,134
4449815427,107
4449180435,131
4449180435,114
4449180435,429
4449180435,35
4449180435,154
4449180435,38
4449180435,107
4449180435,69
4449180435,20
4449180435,235
4449050455,350
4449050455,38
4449050455,30
4449050455,412
4449050455,142
4449050455,350
4449050455,92
4449050455,4
4449050455,523
4449050455,245
4449081614,432
4449081614,91
4449081614,55
4449081614,58
4449081614,157
4449081614,412
4449081614,523
4449081614,11
4449081614,23
4449081614,81
4448719996,875
4448719996,89
4448719996,142
4448719996,64
4448719996,523
4448719996,421
4448719996,523
4448719996,-1
4448719996,111
4448719996,350
4448381257,64
4448381257,25
4448381257,523
4448381257,23
4448381257,107
4448381257,245
4448381257,421
4448381257,350
4448381257,58
4448381257,38
4448316189,235
4448316189,38
4448316189,245
4448316189,350
4448316189,875
4448316189,30
4448316189,523
4448316189,131
4448316189,60
4448316189,114
4447867528,11
4447867528,266
4447867528,350
4447867528,38
4447867528,523
4447867528,11
4447867528,235
4447867528,30
4447867528,107
4447867528,38
4447620734,60
4447620734,38
4447620734,92
4447620734,69
4447620734,238
4447620734,235
4447620734,58
4447620734,107
4447620734,236
4447620734,246
4447592869,38
4447592869,111
4447592869,60
4447592869,412
4447592869,235
4447592869,38
4447592869,28
4447592869,235
4447592869,30
4447592869,412
4447469675,350
4447469675,235
4447469675,11
4447469675,122
4447469675,38
4447469675,122
4447469675,60
4447469675,516
4447469675,350
4447469675,7
4447428275,114
4447428275,53
4447428275,350
4447428275,38
4447428275,30
4447428275,59
4447428275,-1
4447428275,30
4447428275,-1
4447428275,523
4447494376,245
4447494376,235
4447494376,38
4447494376,350
4447494376,516
4447494376,55
4447494376,235
4447494376,412
4447494376,38
4447494376,122
4447492857,235
4447492857,13
4447492857,8
4447492857,523
4447492857,38
4447492857,89
4447492857,114
4447492857,516
4447492857,523
4447492857,38
4447069199,516
4447069199,38
4447069199,30
4447069199,89
4447069199,25
4447069199,38
4447069199,30
4447069199,55
4447069199,875
4447069199,516
4447101177,429
4447101177,516
4447101177,523
4447101177,38
4447101177,114
4447101177,131
4447101177,875
4447101177,107
4447101177,91
4447101177,516
4447032374,235
4447032374,111
4447032374,8
4447032374,92
4447032374,76
4447032374,235
4447032374,38
4447032374,122
4447032374,516
4447032374,154
4446203557,412
4446203557,30
4446203557,38
4446203557,114
4446203557,516
4446203557,875
4446203557,122
4446203557,421
4446203557,235
4446203557,523
4446139227,235
4446139227,421
4446139227,-1
4446139227,157
4446139227,38
4446139227,38
4446139227,122
4446139227,421
4446139227,111
4446139227,30
4445343061,58
4445343061,412
4445343061,30
4445343061,142
4445343061,131
4445343061,516
4445343061,38
4445343061,875
4445343061,64
4445343061,235
4445218389,107
4445218389,-1
4445218389,421
4445218389,38
4445218389,235
4445218389,58
4445218389,432
4445218389,38
4445218389,235
4445218389,516
4442036459,38
4442036459,69
4442036459,89
4442036459,516
4442036459,82
4442036459,875
4442036459,38
4442036459,30
4442036459,235
4442036459,523
4441945894,25
4441945894,44
4441945894,8
4441945894,38
4441945894,235
4441945894,516
4441945894,38
4441945894,523
4441945894,91
4441945894,107
4441106030,412
4441106030,38
4441106030,122
4441106030,107
4441106030,131
4441106030,38
4441106030,11
4441106030,235
4441106030,91
4441106030,89
4441070885,64
4441070885,497
4441070885,91
4441070885,875
4441070885,412
4441070885,38
4441070885,235
4441070885,35
4441070885,91
4441070885,126
4439121035,38
4439121035,58
4439121035,516
4439121035,111
4439121035,91
4439121035,2
4439121035,516
4439121035,235
4439121035,350
4439121035,30
4438799207,516
4438799207,69
4438799207,412
4438799207,38
4438799207,28
4438799207,432
4438799207,516
4438799207,2
4438799207,39
4438799207,523
4438628548,245
4438628548,80
4438628548,412
4438628548,246
4438628548,523
4438628548,122
4438628548,38
4438628548,350
4438628548,25
4438628548,7
4436003986,30
4436003986,89
4436003986,8
4436003986,516
4436003986,875
4436003986,235
4436003986,523
4436003986,89
4436003986,55
4436003986,38
4435958784,25
4435958784,105
4435958784,38
4435958784,2
4435958784,44
4435958784,30
4435958784,10
4435958784,235
4435958784,111
4435958784,516
4435984752,25
4435984752,235
4435984752,60
4435984752,122
4435984752,38
4435984752,-1
4435984752,24
4435984752,875
4435984752,60
4435984752,516
4435462787,67
4435462787,523
4435462787,44
4435462787,154
4435462787,245
4435462787,555
4435462787,235
4435462787,38
4435462787,245
4435462787,82
4434308456,64
4434308456,91
4434308456,30
4434308456,38
4434308456,421
4434308456,235
4434308456,55
4434308456,38
4434308456,35
4434308456,111
4434278719,122
4434278719,35
4434278719,246
4434278719,107
4434278719,38
4434278719,27
4434278719,38
4434278719,122
4434278719,91
4434278719,8
4434164943,133
4434164943,235
4434164943,30
4434164943,38
4434164943,25
4434164943,516
4434164943,60
4434164943,64
4434164943,517
4434164943,38
4433551784,64
4433551784,119
4433551784,60
4433551784,69
4433551784,81
4433551784,38
4433551784,245
4433551784,875
4433551784,30
4433551784,25
4433389042,111
4433389042,8
4433389042,7
4433389042,516
4433389042,421
4433389042,235
4433389042,60
4433389042,114
4433389042,30
4433389042,38
4433402009,523
4433402009,516
4433402009,38
4433402009,134
4433402009,-1
4433402009,38
4433402009,516
4433402009,23
4433402009,350
4433402009,30
4433145144,516
4433145144,523
4433145144,421
4433145144,38
4433145144,238
4433145144,131
4433145144,30
4433145144,2
4433145144,111
4433145144,39
4433120985,38
4433120985,59
4433120985,350
4433120985,523
4433120985,157
4433120985,875
4433120985,30
4433120985,11
4433120985,58
4433120985,516
4433085571,421
4433085571,235
4433085571,516
4433085571,16
4433085571,64
4433085571,122
4433085571,875
4433085571,245
4433085571,69
4433085571,38
4433022947,875
4433022947,235
4433022947,21
4433022947,516
4433022947,35
4433022947,38
4433022947,64
4433022947,24
4433022947,35
4433022947,523
4433016558,91
4433016558,523
4433016558,30
4433016558,38
4433016558,516
4433016558,350
4433016558,875
4433016558,516
4433016558,38
4433016558,64
4433004323,122
4433004323,421
4433004323,523
4433004323,38
4433004323,111
4433004323,8
4433004323,875
4433004323,235
4433004323,131
4433004323,64
4429310074,432
4429310074,16
4429310074,111
4429310074,516
4429310074,38
4429310074,30
4429310074,516
4429310074,81
4429310074,523
4429310074,2
4429335836,432
4429335836,516
4429335836,60
4429335836,523
4429335836,134
4429335836,119
4429335836,38
4429335836,30
4429335836,350
4429335836,122
4429311032,55
4429311032,107
4429311032,350
4429311032,246
4429311032,516
4429311032,111
4429311032,69
4429311032,875
4429311032,27
4429311032,235
4429281375,35
4429281375,38
4429281375,11
4429281375,119
4429281375,4
4429281375,111
4429281375,114
4429281375,235
4429281375,875
4429281375,245
4429178252,35
4429178252,38
4429178252,82
4429178252,89
4429178252,69
4429178252,38
4429178252,119
4429178252,114
4429178252,69
4429178252,412
4426121584,30
4426121584,38
4426121584,875
4426121584,58
4426121584,107
4426121584,89
4426121584,-1
4426121584,35
4426121584,412
4426121584,245
4425414945,875
4425414945,245
4425414945,523
4425414945,64
4425414945,105
4425414945,516
4425414945,38
4425414945,7
4425414945,64
4425414945,111
4425349593,350
4425349593,38
4425349593,64
4425349593,523
4425349593,56
4425349593,245
4425349593,64
4425349593,111
4425349593,107
4425349593,38
4425313274,111
4425313274,121
4425313274,35
4425313274,53
4425313274,38
4425313274,523
4425313274,107
4425313274,875
4425313274,55
4425313274,266
4424543729,875
4424543729,523
4424543729,55
4424543729,38
4424543729,30
4424543729,131
4424543729,523
4424543729,119
4424543729,114
4424543729,61
4423950379,421
4423950379,2
4423950379,246
4423950379,16
4423950379,154
4423950379,92
4423950379,2
4423950379,157
4423950379,38
4423950379,16
4423963835,58
4423963835,2
4423963835,89
4423963835,523
4423963835,38
4423963835,122
4423963835,111
4423963835,89
4423963835,523
4423963835,64
4423204978,107
4423204978,55
4423204978,38
4423204978,35
4423204978,122
4423204978,60
4423204978,59
4423204978,497
4423204978,235
4423204978,89
4422341358,30
4422341358,246
4422341358,53
4422341358,111
4422341358,875
4422341358,107
4422341358,38
4422341358,516
4422341358,111
4422341358,412
4419472182,64
4419472182,131
4419472182,89
4419472182,119
4419472182,30
4419472182,38
4419472182,107
4419472182,245
4419472182,114
4419472182,-1
4419242373,164
4419242373,523
4419242373,134
4419242373,25
4419242373,38
4419242373,27
4419242373,55
4419242373,412
4419242373,107
4419242373,235
4419147499,523
4419147499,121
4419147499,80
4419147499,516
4419147499,8
4419147499,89
4419147499,111
4419147499,523
4419147499,23
4419147499,38
4417599844,235
4417599844,64
4417599844,523
4417599844,111
4417599844,38
4417599844,245
4417599844,35
4417599844,16
4417599844,111
4417599844,240
4417742967,16
4417742967,164
4417742967,523
4417742967,25
4417742967,875
4417742967,24
4417742967,38
4417742967,121
